U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997799,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997800,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997801,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997805,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997815,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997816,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
U1,e31f,OUT,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,54,,,,,,
U1,e31f,IN,148.201.140.50,148.201.129.148,TCP,53244,8530,1474310997818,\Device\NPF_{3462A31E-FBFF-4A7B-92A6-C68ADFA6CAED},88:51:FB:66:8B:D1,1514,,,,,,
